size,time,local,filesystem,branches,process
2746915345,1083.99,true,zfs,50,true
1834399416,11.4784,false,hdfs,50,true
2837827541,570.873,true,zfs,50,true
1954340094,972.396,true,zfs,50,true
3119556351,1381.82,true,zfs,50,true
2261329384,12.8873,false,hdfs,50,true
2459685613,14.1511,false,hdfs,50,true
2596182512,16.9222,false,hdfs,50,true
2811677863,14.04,false,hdfs,50,true
2747713802,17.7364,false,hdfs,50,true
3021474241,18.2336,false,hdfs,50,true
2643884243,1289.94,true,zfs,50,true
2749838530,1363.61,true,zfs,50,true
2488341627,16.7505,false,hdfs,50,true
2688109425,23.0531,false,hdfs,50,true
2248450801,12.2521,false,hdfs,50,true
2651864330,935.257,true,zfs,50,true
2322408453,12.489,false,hdfs,50,true
2627059208,15.9661,false,hdfs,50,true
2980167805,1423.49,true,zfs,50,true
2330279160,625.169,true,zfs,50,true
2679820179,1356.64,true,zfs,50,true
2747625125,16.6567,false,hdfs,50,true
3037325045,1338.85,true,zfs,50,true
2133146599,11.8412,false,hdfs,50,true
2741409275,19.9901,false,hdfs,50,true
2349448434,13.4706,false,hdfs,50,true
2649745960,18.8326,false,hdfs,50,true
2410943486,11.738,false,hdfs,50,true
2810697703,652.08,true,zfs,50,true
2389078070,12.5381,false,hdfs,50,true
2723193366,15.2898,false,hdfs,50,true
2732888694,859.771,true,zfs,50,true
2331422578,1624.13,true,zfs,50,true
2735188127,17.6593,false,hdfs,50,true
3017763578,1359.59,true,zfs,50,true
2488964446,19.3532,false,hdfs,50,true
2530958051,15.2361,false,hdfs,50,true
2993329380,1865.56,true,zfs,50,true
1905685924,1868.39,true,zfs,50,true
2337279805,16.2796,false,hdfs,50,true
2387022294,13.0229,false,hdfs,50,true
2784891580,21.6596,false,hdfs,50,true
2914889697,17.4899,false,hdfs,50,true
2692873091,13.1727,false,hdfs,50,true
2670086462,19.24,false,hdfs,50,true
2925544393,733.177,true,zfs,50,true
2146317429,1858.35,true,zfs,50,true
3166811432,1354.92,true,zfs,50,true
2699271465,883.052,true,zfs,50,true
2401928170,13.6694,false,hdfs,50,true
2962919459,17.707,false,hdfs,50,true
2699548505,570.632,true,zfs,50,true
2912219809,22.6239,false,hdfs,50,true
3266290244,22.4657,false,hdfs,50,true
3058352121,18.9371,false,hdfs,50,true
2876230558,2480.57,true,zfs,50,true
2429771279,373.677,true,zfs,50,true
2739632555,17.6763,false,hdfs,50,true
2422602064,13.7845,false,hdfs,50,true
2470620115,15.6137,false,hdfs,50,true
3122179915,1873.5,true,zfs,50,true
3195648354,765.687,true,zfs,50,true
2315908541,13.2782,false,hdfs,50,true
2995322045,23.0759,false,hdfs,50,true
2014951129,1570.87,true,zfs,50,true
2981199617,22.0924,false,hdfs,50,true
2670752866,1507.22,true,zfs,50,true
2365443116,1332.6,true,zfs,50,true
2787150525,16.9637,false,hdfs,50,true
2969534551,15.8899,false,hdfs,50,true
2549251233,1289.38,true,zfs,50,true
2755551440,18.5462,false,hdfs,50,true
2774379619,2091.29,true,zfs,50,true
3264312427,21.5886,false,hdfs,50,true
2183797296,12.0351,false,hdfs,50,true
2179646200,1438.51,true,zfs,50,true
2920014035,29.1925,false,hdfs,50,true
2765658541,1750.13,true,zfs,50,true
2166402077,1011.88,true,zfs,50,true
2768887610,15.759,false,hdfs,50,true
3508200737,23.1614,false,hdfs,50,true
2810671088,2093.45,true,zfs,50,true
2777425502,15.855,false,hdfs,50,true
2707716043,1886.44,true,zfs,50,true
2559386591,16.8831,false,hdfs,50,true
2870183857,17.5715,false,hdfs,50,true
2728080210,573.779,true,zfs,50,true
1710016836,18.1124,false,hdfs,50,true
3139945973,23.6882,false,hdfs,50,true
2979178131,20.297,false,hdfs,50,true
2774804344,446.918,true,zfs,50,true
2752661622,1349.15,true,zfs,50,true
3066295114,17.8348,false,hdfs,50,true
3349296233,24.4941,false,hdfs,50,true
1887920501,10.0202,false,hdfs,50,true
2957819414,22.1561,false,hdfs,50,true
3067914722,2525.74,true,zfs,50,true
2581192079,1788.62,true,zfs,50,true
2306318037,10.9692,false,hdfs,50,true
2394237273,938.137,true,zfs,50,true
2515529979,932.22,true,zfs,50,true
2631450737,1107.62,true,zfs,50,true
2189922996,18.6007,false,hdfs,50,true
2188166908,1785.84,true,zfs,50,true
2598965730,215.721,true,zfs,50,true
2888417660,14.6059,false,hdfs,50,true
2297262398,12.0703,false,hdfs,50,true
2455933882,14.5296,false,hdfs,50,true
2488926623,697.829,true,zfs,50,true
3165458924,756.414,true,zfs,50,true
2495042257,1210.98,true,zfs,50,true
2238883417,1499.7,true,zfs,50,true
2292218233,757.433,true,zfs,50,true
2927859908,25.1879,false,hdfs,50,true
2510910305,1507.41,true,zfs,50,true
1995781647,11.0226,false,hdfs,50,true
2419398422,15.1302,false,hdfs,50,true
2246933007,15.686,false,hdfs,50,true
3045105703,19.5069,false,hdfs,50,true
1937705357,20.4951,false,hdfs,50,true
3543942064,2451.07,true,zfs,50,true
2572579779,511.035,true,zfs,50,true
3223252257,1714.15,true,zfs,50,true
2614603552,1319.09,true,zfs,50,true
2825801170,23.2556,false,hdfs,50,true
3327720524,1852.66,true,zfs,50,true
1846461725,12.6548,false,hdfs,50,true
2651833532,14.2772,false,hdfs,50,true
2934504542,18.155,false,hdfs,50,true
2117750225,14.5412,false,hdfs,50,true
1601538565,13.898,false,hdfs,50,true
2936582539,20.7138,false,hdfs,50,true
2721127940,1286.62,true,zfs,50,true
2893183908,2511.76,true,zfs,50,true
3090011871,14.2838,false,hdfs,50,true
2160697143,1517.08,true,zfs,50,true
2620973029,1340.5,true,zfs,50,true
2177781925,18.2919,false,hdfs,50,true
2497080381,212.082,true,zfs,50,true
2419143940,1289.85,true,zfs,50,true
2186903100,12.2325,false,hdfs,50,true
3387783688,20.3319,false,hdfs,50,true
2273257722,13.4096,false,hdfs,50,true
2412432832,20.52,false,hdfs,50,true
2398714795,14.1849,false,hdfs,50,true
2302355277,1137.18,true,zfs,50,true
3062916892,1802.38,true,zfs,50,true
2115471575,12.4813,false,hdfs,50,true
2121551783,1385,true,zfs,50,true
3025698090,452.944,true,zfs,50,true
2646561150,22.7999,false,hdfs,50,true
2877155952,1336.38,true,zfs,50,true
2422603145,972.572,true,zfs,50,true
2498578591,280.58,true,zfs,50,true
2911043757,16.3572,false,hdfs,50,true
2588439816,1503.65,true,zfs,50,true
2625834074,1706.67,true,zfs,50,true
3118155128,19.7108,false,hdfs,50,true
2305394877,12.2724,false,hdfs,50,true
2118376505,474.776,true,zfs,50,true
3109063397,23.5534,false,hdfs,50,true
2075995166,990.903,true,zfs,50,true
3246213634,24.0927,false,hdfs,50,true
2316380122,12.1965,false,hdfs,50,true
2113786998,12.6792,false,hdfs,50,true
2136720568,16.4324,false,hdfs,50,true
2323070025,671.59,true,zfs,50,true
2629312303,26.3743,false,hdfs,50,true
2168101790,12.121,false,hdfs,50,true
3303737818,25.5415,false,hdfs,50,true
2862461956,615.639,true,zfs,50,true
2955237770,37.9633,false,hdfs,50,true
2961078914,30.8569,false,hdfs,50,true
2810374108,17.4887,false,hdfs,50,true
2491969571,15.689,false,hdfs,50,true
3153466155,623.271,true,zfs,50,true
1978440071,10.9032,false,hdfs,50,true
2553609177,1599.58,true,zfs,50,true
2908058909,284.659,true,zfs,50,true
2683976564,15.8932,false,hdfs,50,true
2867374350,754.073,true,zfs,50,true
2852902350,1647.83,true,zfs,50,true
2874760854,814.509,true,zfs,50,true
2571313042,19.1324,false,hdfs,50,true
2645603941,678.993,true,zfs,50,true
2501146985,865.331,true,zfs,50,true
3024023539,1380.76,true,zfs,50,true
2351317310,13.3476,false,hdfs,50,true
2195120789,46.4926,true,zfs,50,true
2086217809,1851.1,true,zfs,50,true
2890726965,1381.23,true,zfs,50,true
1755463898,623.333,true,zfs,50,true
2607125976,12.7241,false,hdfs,50,true
2557189806,16.9277,false,hdfs,50,true
2781102085,1467.19,true,zfs,50,true
2907172457,1178.14,true,zfs,50,true
2963720143,1297.67,true,zfs,50,true
2654363059,29.0707,false,hdfs,50,true
2439674837,16.9502,false,hdfs,50,true
2938781593,24.001,false,hdfs,50,true
3007747295,632.575,true,zfs,50,true
2494021169,940.523,true,zfs,50,true
2824173540,18.2841,false,hdfs,50,true
3297695015,20.2574,false,hdfs,50,true
2627352548,20.2356,false,hdfs,50,true
2512663637,15.1367,false,hdfs,50,true
2050445273,661.549,true,zfs,50,true
3010853191,20.7271,false,hdfs,50,true
2545952291,14.9986,false,hdfs,50,true
1030324936,826.363,true,zfs,50,true
2863693200,18.4661,false,hdfs,50,true
2946059345,27.0021,false,hdfs,50,true
2577073639,1562.65,true,zfs,50,true
2158005300,661.675,true,zfs,50,true
2840812129,17.2126,false,hdfs,50,true
2420386829,1208.16,true,zfs,50,true
2661957521,19.8568,false,hdfs,50,true
2491548109,12.9176,false,hdfs,50,true
2501350829,16.2618,false,hdfs,50,true
2000467172,1348.72,true,zfs,50,true
3367517137,14.6905,false,hdfs,50,true
2669927779,20.5651,false,hdfs,50,true
2727604904,1785.17,true,zfs,50,true
2601752044,17.6342,false,hdfs,50,true
3287790019,17.3909,false,hdfs,50,true
2743638947,1138.64,true,zfs,50,true
2496979587,179.22,true,zfs,50,true
3107969157,1802.17,true,zfs,50,true
2309940504,978.507,true,zfs,50,true
3186055324,18.7556,false,hdfs,50,true
2530847081,12.5758,false,hdfs,50,true
2900924807,2484.28,true,zfs,50,true
2425422659,16.7898,false,hdfs,50,true
1999618732,10.2053,false,hdfs,50,true
3021474241,72.679,true,zfs,50,true
3421037768,924.901,true,zfs,50,true
2799762677,21.5405,false,hdfs,50,true
2933252266,17.7767,false,hdfs,50,true
2436016416,17.6144,false,hdfs,50,true
2305882062,10.8343,false,hdfs,50,true
2542445896,14.6082,false,hdfs,50,true
2988829010,17.348,false,hdfs,50,true
3018283253,1219.24,true,zfs,50,true
2314694952,174.375,true,zfs,50,true
2797144639,1462.8,true,zfs,50,true
3089987575,19.0603,false,hdfs,50,true
2813762753,17.1869,false,hdfs,50,true
2841434976,482.836,true,zfs,50,true
2196546879,15.5884,false,hdfs,50,true
2697665875,156.028,true,zfs,50,true
2161508220,2092.37,true,zfs,50,true
2204847262,17.1289,false,hdfs,50,true
2973973685,16.1198,false,hdfs,50,true
2189055889,1712.26,true,zfs,50,true
2417763672,19.8734,false,hdfs,50,true
2704618205,13.9906,false,hdfs,50,true
2873002402,23.9723,false,hdfs,50,true
2376397317,1627.64,true,zfs,50,true
2411599065,18.385,false,hdfs,50,true
2544417328,1659.76,true,zfs,50,true
2587847198,839.512,true,zfs,50,true
3047746132,1728.95,true,zfs,50,true
2047377152,2460.03,true,zfs,50,true
3193337997,94.8755,true,zfs,50,true
2433235953,14.3756,false,hdfs,50,true
3116528499,26.4226,false,hdfs,50,true
2633761226,19.828,false,hdfs,50,true
2931498792,21.0898,false,hdfs,50,true
2635011620,14.0998,false,hdfs,50,true
2390209919,1963.02,true,zfs,50,true
2679576123,19.7204,false,hdfs,50,true
2004177115,1371.84,true,zfs,50,true
2191500255,1728.28,true,zfs,50,true
2754435373,16.9085,false,hdfs,50,true
2138250316,11.6016,false,hdfs,50,true
2734432641,25.1169,false,hdfs,50,true
2968740679,16.8661,false,hdfs,50,true
2706200938,18.3088,false,hdfs,50,true
2205747603,195.005,true,zfs,50,true
2807274066,642.666,true,zfs,50,true
2847989447,2168.89,true,zfs,50,true
2989971121,16.5482,false,hdfs,50,true
2872965655,19.3206,false,hdfs,50,true
2049310876,20.3753,false,hdfs,50,true
2836013269,1519.35,true,zfs,50,true
2294293868,971.463,true,zfs,50,true
2691850487,1322.59,true,zfs,50,true
3032286989,14.3725,false,hdfs,50,true
3184035849,26.0806,false,hdfs,50,true
2556963426,20.6212,false,hdfs,50,true
2910043935,21.8379,false,hdfs,50,true
3153591106,15.8548,false,hdfs,50,true
1861969837,1869.09,true,zfs,50,true
2749762684,27.6322,false,hdfs,50,true
3458728473,1295.38,true,zfs,50,true
2134342121,11.2284,false,hdfs,50,true
2864134334,69.6395,false,hdfs,50,true
2493987336,1762.49,true,zfs,50,true
2837225753,18.6362,false,hdfs,50,true
2675904697,1772.89,true,zfs,50,true
3696566217,27.4973,false,hdfs,50,true
3002783996,24.1731,false,hdfs,50,true
1751293168,9.37791,false,hdfs,50,true
2562612132,23.7904,false,hdfs,50,true
2156640709,14.7579,false,hdfs,50,true
3394299373,19.5299,false,hdfs,50,true
2833898428,14.9177,false,hdfs,50,true
2067390317,2043.95,true,zfs,50,true
2374340479,19.0942,false,hdfs,50,true
2594766337,2334.02,true,zfs,50,true
2720606810,17.5472,false,hdfs,50,true
2794253209,18.6744,false,hdfs,50,true
2335697475,12.5599,false,hdfs,50,true
2941051743,16.8421,false,hdfs,50,true
2516212399,18.6711,false,hdfs,50,true
3062984079,2225.1,true,zfs,50,true
2566504884,1771.12,true,zfs,50,true
2956848231,64.7765,false,hdfs,50,true
1393492921,7.29819,false,hdfs,50,true
2277489921,1457.33,true,zfs,50,true
2655052742,18.4343,false,hdfs,50,true
2672763758,15.2946,false,hdfs,50,true
2642483206,29.0407,false,hdfs,50,true
2504932171,19.519,false,hdfs,50,true
3092582754,1713.41,true,zfs,50,true
2734670461,17.4788,false,hdfs,50,true
2812881819,16.8916,false,hdfs,50,true
2069818897,499.866,true,zfs,50,true
3254865306,17.4451,false,hdfs,50,true
3035830003,1046.04,true,zfs,50,true
2411560876,15.3224,false,hdfs,50,true
2801610798,72.3211,false,hdfs,50,true
2520669628,15.9611,false,hdfs,50,true
2637914529,1874.8,true,zfs,50,true
3068425982,1463.08,true,zfs,50,true
2399132704,14.5881,false,hdfs,50,true
3109161798,17.2776,false,hdfs,50,true
2899298504,1214.07,true,zfs,50,true
3295505663,20.6045,false,hdfs,50,true
1930087601,11.255,false,hdfs,50,true
2699413870,2179.75,true,zfs,50,true
2474763856,1481.44,true,zfs,50,true
3020389872,55.4274,false,hdfs,50,true
2227517607,12.5158,false,hdfs,50,true
1923231529,9.70696,false,hdfs,50,true
2833890974,18.9298,false,hdfs,50,true
2561035144,1832.1,true,zfs,50,true
3046376486,1390,true,zfs,50,true
2557866382,13.2,false,hdfs,50,true
3332070147,20.9105,false,hdfs,50,true
2686419992,1908.14,true,zfs,50,true
2440121429,1973.74,true,zfs,50,true
2214735240,11.7885,false,hdfs,50,true
1342711524,453.586,true,zfs,50,true
2069815109,471.71,true,zfs,50,true
2273095683,11.9614,false,hdfs,50,true
2616369906,16.3805,false,hdfs,50,true
2408171197,11.5989,false,hdfs,50,true
2503807882,1551.78,true,zfs,50,true
2883654405,2352.36,true,zfs,50,true
2322187109,13.1872,false,hdfs,50,true
2425823122,24.9303,false,hdfs,50,true
2378955853,496.099,true,zfs,50,true
2724074163,14.0619,false,hdfs,50,true
2210390699,1375.35,true,zfs,50,true
2300240456,14.4419,false,hdfs,50,true
3115383140,19.7673,false,hdfs,50,true
2233431045,13.1066,false,hdfs,50,true
2790648541,1120.04,true,zfs,50,true
2343848770,1502.92,true,zfs,50,true
3020637345,20.0476,false,hdfs,50,true
2921036722,15.255,false,hdfs,50,true
3020567937,1523.85,true,zfs,50,true
2625355308,996.99,true,zfs,50,true
2312700217,17.0423,false,hdfs,50,true
2383389535,12.6786,false,hdfs,50,true
3014468869,20.3567,false,hdfs,50,true
2643099198,16.6477,false,hdfs,50,true
2553024950,13.7648,false,hdfs,50,true
2230213557,1235.08,true,zfs,50,true
3343610907,23.1754,false,hdfs,50,true
1771900405,10.1756,false,hdfs,50,true
3342760279,23.1504,false,hdfs,50,true
2857447241,97.2096,false,hdfs,50,true
2463700642,294.167,true,zfs,50,true
2805845688,1647.32,true,zfs,50,true
2524445099,941.58,true,zfs,50,true
2712419681,1417.8,true,zfs,50,true
2140040420,1034.24,true,zfs,50,true
2983440416,18.8817,false,hdfs,50,true
2377530343,931.376,true,zfs,50,true
2327469372,1315.14,true,zfs,50,true
1973139944,11.0076,false,hdfs,50,true
3063942468,991.457,true,zfs,50,true
2695531383,1955.79,true,zfs,50,true
3316718096,25.6358,false,hdfs,50,true
1866398291,82.8874,false,hdfs,50,true
2119660541,1741.34,true,zfs,50,true
2658787770,379.529,true,zfs,50,true
1974983725,989.378,true,zfs,50,true
2950218173,2147.66,true,zfs,50,true
3222315856,17.8683,false,hdfs,50,true
2544765624,1332.18,true,zfs,50,true
2761999649,569.078,true,zfs,50,true
2657397063,15.9761,false,hdfs,50,true
2704407731,18.2255,false,hdfs,50,true
2600851848,16.0866,false,hdfs,50,true
2299251902,16.2952,false,hdfs,50,true
2401456385,22.8401,false,hdfs,50,true
3073761348,17.5727,false,hdfs,50,true
2923729949,2060.35,true,zfs,50,true
2767388964,16.8795,false,hdfs,50,true
1870666517,8.51347,false,hdfs,50,true
2940927853,1842.59,true,zfs,50,true
2796710543,15.9184,false,hdfs,50,true
1953977780,14.6297,false,hdfs,50,true
2939085375,24.5829,false,hdfs,50,true
2528918620,13.9757,false,hdfs,50,true
3208825019,20.3926,false,hdfs,50,true
2577319371,1837.46,true,zfs,50,true
2241866990,1367.83,true,zfs,50,true
