scorpion21,True,3.7T
scorpion22,True,2.8T
scorpion22,True,1.9T
scorpion22,True,3.7T
scorpion23,True,2.0T
scorpion23,True,1.9T
scorpion23,True,1.9T
scorpion24,True,1.9T
scorpion24,True,1.9T
scorpion24,True,3.7T
scorpion25,True,3.7T
scorpion25,True,3.7T
scorpion26,True,3.7T
scorpion26,True,3.7T
scorpion27,True,3.7T
scorpion27,True,3.7T
scorpion28,True,3.7T
scorpion28,True,3.7T
scorpion29,True,3.7T
scorpion29,True,3.7T
scorpion30,True,3.7T
scorpion30,True,3.7T
scorpion31,True,3.7T
scorpion31,True,3.7T
scorpion32,True,3.7T
scorpion32,True,3.7T
scorpion33,True,3.7T
scorpion33,True,3.7T
scorpion34,True,3.7T
scorpion34,True,3.7T
scorpion35,True,3.7T
scorpion35,True,3.7T
scorpion36,True,3.7T
scorpion36,True,3.7T
scorpion37,True,3.7T
scorpion37,True,3.7T
scorpion38,True,3.7T
scorpion38,True,3.7T
scorpion39,True,3.7T
scorpion39,True,3.7T
scorpion40,True,3.7T
scorpion40,True,3.7T
scorpion41,True,3.7T
scorpion41,True,3.7T
scorpion42,True,3.7T
scorpion42,True,3.7T
scorpion43,True,3.7T
scorpion43,True,3.7T
scorpion44,True,3.7T
scorpion44,True,3.7T
scorpion45,True,3.7T
scorpion45,True,3.7T
scorpion46,True,3.7T
scorpion46,True,3.7T
scorpion47,True,3.7T
scorpion47,True,3.7T
scorpion48,False,0
zebra01,False,0
zebra02,False,0
zebra03,False,0
zebra04,False,0
spa-cdms2,False,0
twins-a07,True,1.8T
twins-a07,True,1.8T
twins-a07,True,1.8T
twins-a08,True,1.8T
twins-a08,True,1.8T
twins-a08,True,1.8T
twins-a09,False,0
twins-a10,True,2.0T
twins-a10,True,1.8T
twins-a10,True,1.8T
twins-a11,True,1.8T
twins-a11,True,1.8T
twins-a11,True,1.8T
twins-a12,True,1.8T
twins-a12,True,1.8T
twins-a12,True,1.8T
twins-a13,True,1.8T
twins-a13,True,1.8T
twins-a13,True,1.8T
twins-a14,True,1.8T
twins-a14,True,1.8T
twins-a14,True,1.8T
twins-a15,True,1.8T
twins-a15,True,1.8T
twins-a15,True,2.0T
twins-a16,False,0
twins-a17,True,1.8T
twins-a17,True,1.8T
twins-a17,True,1.8T
twins-a18,True,1.8T
twins-a18,True,1.8T
twins-a18,True,1.8T
twins-a19,True,1.8T
twins-a19,True,2.7T
twins-a19,True,1.8T
twins-a20,True,1.8T
twins-a20,True,1.8T
twins-a20,True,2.0T
twins-a21,True,1.8T
twins-a21,True,1.8T
twins-a21,True,1.8T
twins-a22,True,1.8T
twins-a22,True,1.8T
twins-a22,True,1.8T
twins-a23,True,1.8T
twins-a23,True,2.7T
twins-a23,True,1.8T
twins-a24,True,1.8T
twins-a24,True,1.8T
twins-a24,True,1.8T
twins-b01,True,1.8T
twins-b01,True,1.8T
twins-b01,True,1.8T
twins-b02,True,1.8T
twins-b02,True,1.8T
twins-b02,True,1.8T
twins-b03,True,1.8T
twins-b03,True,1.8T
twins-b03,True,1.8T
twins-b04,False,0
twins-b05,True,1.8T
twins-b05,True,1.8T
twins-b05,True,1.8T
twins-b06,True,1.8T
twins-b06,True,1.8T
twins-b06,True,1.8T
twins-b07,False,0
twins-b08,False,0
twins-b09,False,0
twins-b10,False,0
twins-b11,False,0
twins-b12,True,1.8T
twins-b12,True,1.8T
twins-b12,True,1.8T
twins-b13,True,2.0T
twins-b13,True,1.8T
twins-b13,True,2.0T
twins-b14,True,1.8T
twins-b14,True,1.8T
twins-b14,True,1.8T
twins-b15,True,1.8T
twins-b15,True,1.8T
twins-b15,True,1.8T
twins-b16,True,1.8T
twins-b16,True,1.8T
twins-b16,True,1.8T
twins-b17,True,1.8T
twins-b17,True,1.8T
twins-b17,True,1.8T
twins-b18,True,1.8T
twins-b18,True,1.8T
twins-b18,True,1.8T
twins-b19,True,1.8T
twins-b19,True,1.8T
twins-b19,True,1.8T
twins-b20,False,0
twins-b21,True,1.8T
twins-b21,True,1.8T
twins-b21,True,1.8T
twins-b22,True,1.8T
twins-b22,True,1.8T
twins-b22,True,1.8T
twins-b23,True,1.8T
twins-b23,True,1.8T
twins-b23,True,2.0T
wn01-1,False,0
wn01-2,False,0
wn01-4,False,0
